date;url;title;category
02/17/2020;https://health.detik.com/berita-detikhealth/d-4902502/tak-takut-dicibir-menkes-tegaskan-lagi-soal-doa-bantu-tangkal-corona;Tak Takut Dicibir, Menkes Tegaskan Lagi Soal Doa Bantu Tangkal Corona;health
02/17/2020;https://health.detik.com/detiktv/d-4902454/who-belum-bisa-prediksi-penyebaran-covid-19-ke-depannya;WHO Belum Bisa Prediksi Penyebaran COVID-19 ke Depannya;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4902392/ri-tak-wajibkan-karantina-diri-sendiri-sepulang-dari-singapura;RI Tak Wajibkan Karantina Diri Sendiri Sepulang dari Singapura;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4902391/tidak-melulu-tanda-penyakit-serius-ini-penyebab-kita-sering-batuk;Tidak Melulu Tanda Penyakit Serius, Ini Penyebab Kita Sering Batuk;health
02/17/2020;https://health.detik.com/detiktv/d-4902375/peneliti-rilis-gambar-paru-paru-pasien-terinfeksi-virus-corona-covid-19;Peneliti Rilis Gambar Paru-paru Pasien Terinfeksi Virus Corona COVID-19;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4902315/korea-selatan-umumkan-satu-pasien-sembuh-dari-virus-corona-covid-19;Korea Selatan Umumkan Satu Pasien Sembuh dari Virus Corona COVID-19;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4902266/di-negara-negara-ini-datang-dari-singapura-harus-mengkarantina-diri-sendiri;Di Negara-negara Ini, Datang dari Singapura Harus Mengkarantina Diri Sendiri;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4902235/penasaran-ini-lho-penampakan-virus-corona-covid-19-yang-sebenarnya;Penasaran? Ini Lho Penampakan Virus Corona COVID-19 yang Sebenarnya;health
02/17/2020;https://health.detik.com/true-story/d-4902175/rebutan-desinfektan-covid-19-pengunjung-supermarket-saling-tusuk;Rebutan Desinfektan COVID-19, Pengunjung Supermarket Saling Tusuk;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4902084/heboh-karena-virus-corona-memangnya-siapa-sih-yang-wajib-pakai-masker;Heboh Karena Virus Corona, Memangnya Siapa Sih yang Wajib Pakai Masker?;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4902046/ini-yang-terjadi-saat-seseorang-terinfeksi-virus-corona-covid-19;Ini yang Terjadi Saat Seseorang Terinfeksi Virus Corona COVID-19;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4901948/kasus-meningkat-who-tegaskan-tak-bisa-prediksi-penyebaran-covid-19;Kasus Meningkat, WHO Tegaskan Tak Bisa Prediksi Penyebaran COVID-19;health
02/17/2020;https://health.detik.com/fotohealth/d-4901939/5-cara-cegah-penularan-virus-corona-covid-19;5 Cara Cegah Penularan Virus Corona COVID-19;health
02/17/2020;https://health.detik.com/diet/d-4901840/daftar-sayuran-yang-lebih-sehat-kalau-mentah-dan-yang-harus-dimasak;Daftar Sayuran yang Lebih Sehat Kalau Mentah dan yang Harus Dimasak;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4901819/beredar-penampakan-paru-paru-yang-terinfeksi-virus-corona-covid-19;Beredar Penampakan Paru-paru yang Terinfeksi Virus Corona COVID-19;health
02/17/2020;https://health.detik.com/kebugaran/d-4901793/suka-berenang-tapi-napasnya-nggak-kuat-ini-tips-dari-aquaman;Suka Berenang Tapi Napasnya Nggak Kuat? Ini Tips dari 'Aquaman';health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4901786/musisi-elton-john-terserang-walking-pneumonia-penyakit-apa-itu;Musisi Elton John Terserang 'Walking Pneumonia', Penyakit Apa Itu?;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4901761/taiwan-laporkan-kematian-pertama-akibat-virus-corona-covid-19;Taiwan Laporkan Kematian Pertama akibat Virus Corona COVID-19;health
02/17/2020;https://health.detik.com/kebugaran/d-4901757/siapa-bilang-sibuk-bekerja-bikin-susah-olahraga-simak-kata-liza-natalia;Siapa Bilang Sibuk Bekerja Bikin Susah Olahraga? Simak Kata Liza Natalia;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4901681/ingin-berotot-seperti-jeremiah-aquaman-lakhwani-kuncinya-di-protein;Ingin Berotot Seperti Jeremiah 'Aquaman' Lakhwani? Kuncinya di Protein;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4901699/banyak-yang-abal-abal-begini-memilih-psikolog-resmi-yang-terpercaya;Banyak yang Abal-abal, Begini Memilih Psikolog Resmi yang Terpercaya;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4901695/dilema-virus-corona-di-kapal-pesiar-dikarantina-malah-makin-menular;Dilema Virus Corona di Kapal Pesiar, Dikarantina Malah Makin Menular;health
02/17/2020;https://health.detik.com/berita-detikhealth/d-4901680/inginpunya-body-ramping-ideal-seperti-liza-natalia-ini-rahasianya;InginÂ Punya Body Ramping Ideal Seperti Liza Natalia? Ini Rahasianya;health
06/10/20;https://health.detik.com/fotohealth/d-5048738/who-ikut-tanggapi-aksi-protes-george-floyd-di-berbagai-negara;WHO Ikut Tanggapi Aksi Protes George Floyd di Berbagai Negara;health
06/10/20;https://health.detik.com/fotohealth/d-5048727/5-alasan-orang-enggan-pakai-masker;5 Alasan Orang Enggan Pakai Masker;health
06/10/20;https://health.detik.com/sexual-health/d-5048669/3-cara-mudah-hindari-bau-miss-v-tak-sedap-saat-bercinta;3 Cara Mudah Hindari Bau Miss V Tak Sedap Saat Bercinta;health
06/10/20;https://health.detik.com/fotohealth/d-5048608/semangat-juang-petugas-medis-dalam-bingkai-foto;Semangat Juang Petugas Medis Dalam Bingkai Foto;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048564/sambut-new-normal-warga-di-klaten-tak-sabar-latihan-sepak-bola;Sambut New Normal, Warga di Klaten Tak Sabar Latihan Sepak Bola;health
06/10/20;https://health.detik.com/true-story/d-5048526/wadaw-ada-ikan-nila-nyangkut-di-bokong-pria-ini;Wadaw! Ada Ikan Nila Nyangkut di Bokong Pria Ini;health
06/10/20;https://health.detik.com/fotohealth/d-5048379/protokol-kesehatan-untuk-driver-online-diperketat;Protokol Kesehatan untuk Driver Online Diperketat;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048492/mengalami-kedutan-mata-kanan-dan-kiri-bawah-apa-artinya;Mengalami Kedutan Mata Kanan dan Kiri Bawah, Apa Artinya?;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048430/penyakit-demam-dalam-pandangan-islam;Penyakit Demam dalam Pandangan Islam;health
06/10/20;https://health.detik.com/fotohealth/d-5048367/awas-ada-penyakit-pernafasan-lain-yang-mengintai-masyarakat;Awas! Ada Penyakit Pernafasan Lain yang Mengintai Masyarakat;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048366/capai-17-ribu-pemeriksaan-sampel-corona-ri-kian-dekati-target-jokowi;Capai 17 Ribu, Pemeriksaan Sampel Corona RI Kian Dekati Target Jokowi;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048344/15-tips-dr-reisa-broto-asmoro-untuk-jaga-diri-di-masa-pandemi-corona;15 Tips dr Reisa Broto Asmoro untuk Jaga Diri di Masa Pandemi Corona;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048310/perangi-covid-19-bca-donasikan-ventilator-ke-rspad-gatot-soebroto;Perangi COVID-19, BCA Donasikan Ventilator ke RSPAD Gatot Soebroto;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048259/catatkan-angka-terbanyak-dalam-sehari-ini-sebaran-pasien-sembuh-corona;Catatkan Angka Terbanyak dalam Sehari, Ini Sebaran Pasien Sembuh Corona;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048228/tembus-1241-kasus-baru-ini-alasan-penambahan-kasus-corona-ri-tinggi;Tembus 1.241 Kasus Baru, Ini Alasan Penambahan Kasus Corona RI Tinggi;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048170/corona-melonjak-1241-kasus-5-wilayah-ri-yang-nihil-kasus-baru-10-juni;Corona Melonjak 1.241 Kasus, 5 Wilayah RI yang Nihil Kasus Baru 10 Juni;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048143/rekor-tertinggi-pasien-corona-ri-yang-sembuh-tambah-715-jadi-12129-kasus;Rekor Tertinggi, Pasien Corona RI yang Sembuh Tambah 715 Jadi 12.129 Kasus;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048127/rekor-tambah-1241-ini-sebaran-kasus-baru-virus-corona-10-juni;Rekor! Tambah 1.241, Ini Sebaran Kasus Baru Virus Corona 10 Juni;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048120/rekor-lagi-kasus-positif-corona-bertambah-1241-sulsel-dan-jatim-tertinggi;Rekor Lagi! Kasus Positif Corona Bertambah 1.241, Sulsel dan Jatim Tertinggi;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048116/update-corona-di-indonesia-10-juni-34316-positif-12129-sembuh-1959-meninggal;Update Corona di Indonesia 10 Juni: 34.316 Positif, 12.129 Sembuh, 1.959 Meninggal;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048106/bagaimana-cara-mencegah-dan-menghindari-virus-corona;Bagaimana Cara Mencegah dan Menghindari Virus Corona?;health
06/10/20;https://health.detik.com/fotohealth/d-5048355/mengintip-protokol-kesehatan-di-laboratorium-umum;Mengintip Protokol Kesehatan di Laboratorium Umum;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5048016/masih-jauh-dari-selesai-pandemi-virus-corona-ibarat-mimpi-buruk;Masih Jauh dari Selesai, Pandemi Virus Corona Ibarat 'Mimpi Buruk';health
06/10/20;https://health.detik.com/berita-detikhealth/d-5047969/rahasia-cantik-dr-reisa-broto-asmoro-jubir-baru-penanganan-covid-19;Rahasia Cantik dr Reisa Broto Asmoro, Jubir Baru Penanganan COVID-19;health
06/10/20;https://health.detik.com/detiktv/d-5047898/protokol-kesehatan-yang-wajib-dilakukan-saat-bawa-anak-imunisasi;Protokol Kesehatan yang Wajib Dilakukan Saat Bawa Anak Imunisasi;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5047891/masih-percaya-corona-tak-sebabkan-kematian-ini-data-kemenkes-ri;Masih Percaya Corona Tak Sebabkan Kematian? Ini Data Kemenkes RI;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5047811/ahli-ingatkan-bahaya-penyakit-pernapasan-lain-usai-lockdown-dicabut;Ahli Ingatkan Bahaya Penyakit Pernapasan Lain usai Lockdown Dicabut;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5047781/sepak-terjang-dr-reisa-jubir-baru-covid-19-yang-pernah-dalami-forensik;Sepak Terjang dr Reisa, Jubir Baru COVID-19 yang Pernah Dalami Forensik;health
06/10/20;https://health.detik.com/detiktv/d-5047755/ingatkan-pentingnya-imunisasi-idai-jangan-sampai-double-outbreak;Ingatkan Pentingnya Imunisasi, IDAI: Jangan Sampai Double Outbreak;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5047743/riset-virus-corona-lebih-cepat-hilang-di-permukaan-saat-cuaca-panas;Riset: Virus Corona Lebih Cepat Hilang di Permukaan Saat Cuaca Panas;health
06/10/20;https://health.detik.com/infografis/d-5046763/senjata-hadapi-new-normal;Senjata Hadapi New Normal;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5047708/4-tips-sehat-ala-dokter-cantik-reisa-broto-asmoro-jubir-baru-covid-19;4 Tips Sehat Ala Dokter Cantik Reisa Broto Asmoro Jubir Baru COVID-19;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5047668/dituding-ambil-keuntungan-dari-pasien-covid-19-dokter-dan-rs-angkat-bicara;Dituding Ambil Keuntungan dari Pasien COVID-19, Dokter dan RS Angkat Bicara;health
06/10/20;https://health.detik.com/kebugaran/d-5047622/pegowes-pemula-menjamur-di-era-new-normal-sepeda-lipat-banyak-diburu;Pegowes Pemula Menjamur di Era New Normal, Sepeda Lipat Banyak Diburu;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5047576/studi-sebut-penggunaan-masker-bisa-cegah-gelombang-kedua-corona;Studi Sebut Penggunaan Masker Bisa Cegah Gelombang Kedua Corona;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5047541/pasien-corona-disebut-paling-menular-saat-pertama-kali-merasa-tak-enak-badan;Pasien Corona Disebut Paling Menular Saat Pertama Kali Merasa Tak Enak Badan;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5047493/reisa-broto-asmoro-bikin-adem-siaran-update-corona-setuju;Reisa Broto Asmoro Bikin 'Adem' Siaran Update Corona, Setuju?;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5047459/eksperimen-ini-tunjukkan-betapa-cepat-virus-corona-menyebar-di-restoran;Eksperimen Ini Tunjukkan Betapa Cepat Virus Corona Menyebar di Restoran;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5047444/longgarkan-lockdown-brasil-catat-32-ribu-kasus-baru-corona-dalam-24-jam;Longgarkan Lockdown, Brasil Catat 32 Ribu Kasus Baru Corona dalam 24 Jam;health
06/10/20;https://health.detik.com/sexual-health/d-5047391/disarankan-dr-boyke-seks-saat-pandemi-corona-bantu-tingkatkan-imunitas;Disarankan dr Boyke, Seks Saat Pandemi Corona Bantu Tingkatkan Imunitas;health
06/10/20;https://health.detik.com/diet/d-5047389/3-pantangan-sehabis-sarapan-jangan-dilanggar-kalau-mau-sehat;3 Pantangan Sehabis Sarapan, Jangan Dilanggar kalau Mau Sehat;health
06/10/20;https://health.detik.com/infografis/d-5047387/lebih-sehat-mana-minum-air-hangat-atau-air-dingin;Lebih Sehat Mana, Minum Air Hangat atau Air Dingin?;health
06/10/20;https://health.detik.com/berita-detikhealth/d-5047384/kontroversi-terkini-who-penularan-virus-corona-pada-otg-jarang-terjadi;Kontroversi Terkini WHO: Penularan Virus Corona pada OTG Jarang Terjadi?;health
06/10/20;https://health.detik.com/sexual-health/d-5047386/perlukah-pakai-masker-saat-bercinta-yuk-tanya-dokter-boyke;Perlukah Pakai Masker Saat Bercinta? Yuk Tanya Dokter Boyke;health
04/14/2020;https://health.detik.com/fotohealth/d-4977114/usai-masker-pelindung-wajah-juga-bisa-dibuat-sendiri-lho;Usai Masker, Pelindung Wajah juga Bisa Dibuat Sendiri Lho;health
04/14/2020;https://health.detik.com/true-story/d-4977048/positif-virus-corona-wanita-ini-melahirkan-dalam-keadaan-koma;Positif Virus Corona, Wanita Ini Melahirkan dalam Keadaan Koma;health
04/14/2020;https://health.detik.com/sexual-health/d-4977024/pasutri-perlu-tahu-ini-durasi-seks-yang-diinginkan-wanita-saat-bercinta;Pasutri Perlu Tahu, Ini Durasi Seks yang Diinginkan Wanita Saat Bercinta;health
04/14/2020;https://health.detik.com/fotohealth/d-4976985/canggih-raisa-siap-bantu-tim-medis-tangani-pasien-corona;Canggih! RAISA Siap Bantu Tim Medis Tangani Pasien Corona;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976972/ahli-sarankan-mencuci-buah-dan-sayur-yang-dibeli-dari-supermarket;Ahli Sarankan Mencuci Buah dan Sayur yang Dibeli dari Supermarket;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976927/tak-hanya-demam-dan-batuk-ini-5-gejala-lain-saat-terinfeksi-virus-corona;Tak Hanya Demam dan Batuk, Ini 5 Gejala Lain Saat Terinfeksi Virus Corona;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976876/petinggi-who-virus-corona-10-kali-lebih-berbahaya-dari-flu-babi;Petinggi WHO: Virus Corona 10 Kali Lebih Berbahaya dari Flu Babi;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976844/tips-aman-belanja-di-supermarket-agar-tidak-terpapar-corona;Tips Aman Belanja di Supermarket Agar Tidak Terpapar Corona;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976819/sebaran-pasien-virus-corona-di-indonesia-426-sembuh-459-meninggal;Sebaran Pasien Virus Corona di Indonesia, 426 Sembuh, 459 Meninggal;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976788/459-meninggal-dari-4839-kasus-tingkat-kematian-corona-ri-948-persen;459 Meninggal dari 4.839 Kasus, Tingkat Kematian Corona RI 9,48 Persen;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976763/sebaran-282-kasus-baru-positif-corona-di-indonesia-14-april;Sebaran 282 Kasus Baru Positif Corona di Indonesia 14 April;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976702/update-corona-di-indonesia-14-april-4839-positif-426-sembuh-459-meninggal;Update Corona di Indonesia 14 April: 4.839 Positif, 426 Sembuh, 459 Meninggal;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976658/who-sebut-tak-ada-bukti-pasien-kebal-corona-infeksi-kedua-bisa-terjadi;WHO Sebut Tak Ada Bukti Pasien 'Kebal' Corona, Infeksi Kedua Bisa Terjadi;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976556/cegah-penyebaran-corona-dian-sastro-ajak-masyarakat-pakai-masker-kain;Cegah Penyebaran Corona, Dian Sastro Ajak Masyarakat Pakai Masker Kain;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976479/viral-video-pengendara-motor-pakai-plastik-menutupi-kepala-cegah-corona;Viral Video Pengendara Motor Pakai Plastik Menutupi Kepala Cegah Corona;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976434/who-sebut-butuh-vaksin-untuk-bisa-hentikan-penyebaran-corona-sepenuhnya;WHO Sebut Butuh Vaksin untuk Bisa Hentikan Penyebaran Corona Sepenuhnya;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976391/berisiko-picu-masalah-jantung-uji-klorokuin-untuk-obat-corona-dihentikan;Berisiko Picu Masalah Jantung, Uji Klorokuin untuk Obat Corona Dihentikan;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976314/masak-di-rumah-aja-ini-3-resep-makanan-sehat-yang-bisa-dicoba;Masak di Rumah Aja? Ini 3 Resep Makanan Sehat yang Bisa Dicoba;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976312/tio-pakusadewo-ditangkap-5-faktor-ini-bisa-bikin-pecandu-narkoba-kambuh;Tio Pakusadewo Ditangkap, 5 Faktor Ini Bisa Bikin Pecandu Narkoba Kambuh;health
04/14/2020;https://health.detik.com/fotohealth/d-4976271/tempat-tidur-kardus-untuk-penumpang-tunggu-hasil-test-corona;Tempat Tidur Kardus untuk Penumpang Tunggu Hasil Test Corona;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976239/catatkan-108-kasus-baru-china-waspadai-gelombang-kedua-pandemi-corona;Catatkan 108 Kasus Baru, China Waspadai Gelombang Kedua Pandemi Corona;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976195/kata-dokter-soal-video-viral-diffuser-antiseptik-bisa-cegah-corona;Kata Dokter Soal Video Viral Diffuser Antiseptik Bisa Cegah Corona;health
04/14/2020;https://health.detik.com/detiktv/d-4976193/jangan-percaya-ini-deretan-mitos-terkait-virus-corona;Jangan Percaya! Ini Deretan Mitos Terkait Virus Corona;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976154/viral-video-warga-mamuju-berikan-semangat-pada-pasien-diduga-positif-corona;Viral Video Warga Mamuju Berikan Semangat pada Pasien Diduga Positif Corona;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976121/dokter-di-new-york-gunakan-obat-stroke-untuk-pasien-virus-corona;Dokter di New York Gunakan Obat Stroke untuk Pasien Virus Corona;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4976044/viral-selebgram-buat-cairan-diffuser-dengan-antiseptik-untuk-cegah-corona;Viral Selebgram Buat Cairan Diffuser dengan Antiseptik untuk Cegah Corona;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4975955/who-tak-rekomendasikan-pemberian-vaksin-bcg-untuk-tangkal-corona;WHO Tak Rekomendasikan Pemberian Vaksin BCG untuk Tangkal Corona;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4975878/10-mitos-virus-corona-yang-tak-perlu-lagi-dipercaya;10 Mitos Virus Corona yang Tak Perlu Lagi Dipercaya;health
04/14/2020;https://health.detik.com/fotohealth/d-4975870/3-faktor-yang-menentukan-berat-ringannya-gejala-virus-corona;3 Faktor yang Menentukan Berat-Ringannya Gejala Virus Corona;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4975867/deretan-negara-asia-yang-bersiap-antisipasi-gelombang-kedua-wabah-corona;Deretan Negara Asia yang Bersiap Antisipasi Gelombang Kedua Wabah Corona;health
04/14/2020;https://health.detik.com/berita-detikhealth/d-4975864/lebih-baik-susu-dingin-atau-susu-hangat-ini-perbandingannya;Lebih Baik Susu Dingin atau Susu Hangat? Ini Perbandingannya;health
04/14/2020;https://health.detik.com/sexual-health/d-4975862/5-manfaat-orgasme-menurunkan-stres-hingga-menyehatkan-jantung;5 Manfaat Orgasme, Menurunkan Stres hingga Menyehatkan Jantung;health
05/26/2020;https://health.detik.com/fotohealth/d-5029609/begini-cara-warga-california-melepas-penat-di-era-new-normal;Begini Cara Warga California Melepas Penat di Era New Normal;health
05/26/2020;https://health.detik.com/sexual-health/d-5029498/benarkan-wanita-lebih-cepat-tidur-usai-bercinta;Benarkan Wanita Lebih Cepat Tidur Usai Bercinta?;health
05/26/2020;https://health.detik.com/berita-detikhealth/d-5029388/dokter-italia-sebut-nyeri-leher-bisa-jadi-tanda-komplikasi-virus-corona;Dokter Italia Sebut Nyeri Leher Bisa Jadi Tanda Komplikasi Virus Corona;health
05/26/2020;https://health.detik.com/berita-detikhealth/d-5029465/belanda-laporkan-kasus-penularan-covid-19-dari-cerpelai-ke-manusia;Belanda Laporkan Kasus Penularan COVID-19 dari Cerpelai ke Manusia;health
05/26/2020;https://health.detik.com/berita-detikhealth/d-5029414/relawan-medis-dukung-penerapan-new-normal-tolak-pelonggaran-psbb;Relawan Medis Dukung Penerapan New Normal, Tolak Pelonggaran PSBB;health
05/26/2020;https://health.detik.com/berita-detikhealth/d-5029367/pakai-masker-kain-ini-rekomendasi-filter-pelapis-untuk-tangkal-corona;Pakai Masker Kain, Ini Rekomendasi Filter Pelapis untuk Tangkal Corona;health
05/26/2020;https://health.detik.com/berita-detikhealth/d-5029293/ada-415-kasus-baru-penambahan-kasus-corona-indonesia-tertinggi-di-asean;Ada 415 Kasus Baru, Penambahan Kasus Corona Indonesia Tertinggi di ASEAN;health
05/26/2020;https://health.detik.com/detiktv/d-5029326/hadapi-new-normal-ini-panduan-naik-transportasi-umum-ke-kantor;Hadapi 'New Normal', Ini Panduan Naik Transportasi Umum ke Kantor;health
05/26/2020;https://health.detik.com/berita-detikhealth/d-5029236/era-new-normal-ini-panduan-cegah-corona-sepulang-dari-kantor;Era New Normal, Ini Panduan Cegah Corona Sepulang dari Kantor;health
05/26/2020;https://health.detik.com/detiktv/d-5029349/gerah-kenapa-musim-kemarau-kali-ini-terasa-panas-banget;Gerah! Kenapa Musim Kemarau Kali Ini Terasa Panas Banget?;health
05/26/2020;https://health.detik.com/berita-detikhealth/d-5029218/duterte-tak-akan-buka-sekolah-selama-belum-ada-vaksin-corona;Duterte Tak Akan Buka Sekolah Selama Belum Ada Vaksin Corona;health
05/26/2020;https://health.detik.com/berita-detikhealth/d-5029095/sebaran-pasien-virus-corona-di-indonesia-5877-sembuh-1418-meninggal;Sebaran Pasien Virus Corona di Indonesia, 5.877 Sembuh, 1.418 Meninggal;health
05/26/2020;https://health.detik.com/berita-detikhealth/d-5029055/10-wilayah-indonesia-dengan-penambahan-kasus-corona-terbanyak-26-mei;10 Wilayah Indonesia dengan Penambahan Kasus Corona Terbanyak 26 Mei;health
05/26/2020;https://health.detik.com/berita-detikhealth/d-5029048/tembus-23265-pasien-positif-corona-ini-sebaran-kasus-baru-di-indonesia;Tembus 23.265 Pasien Positif Corona, Ini Sebaran Kasus Baru di Indonesia;health
05/26/2020;https://health.detik.com/berita-detikhealth/d-5029027/update-corona-di-indonesia26-mei23165-positif5877-sembuh1418-meninggal;Update Corona di IndonesiaÂ 26 Mei:Â 23.165 Positif,Â 5.877 Sembuh,Â 1.418 Meninggal;health
05/26/2020;https://health.detik.com/berita-detikhealth/d-5028990/anak-di-bawah-2-tahun-tak-perlu-pakai-masker-ini-risikonya;Anak di Bawah 2 Tahun Tak Perlu Pakai Masker, Ini Risikonya;health
05/26/2020;https://health.detik.com/berita-detikhealth/d-5028964/hadapi-new-normal-cegah-covid-19-dengan-proteksi-dari-grab-mega-life;Hadapi New Normal, Cegah COVID-19 dengan Proteksi dari Grab-Mega Life;health
